"year","unitid","inst_name","state_name","inst_control","cc_basic_2015","default_rate","completion_rate_150pct"
"2010","144962","Elmhurst College","Illinois","Private not-for-profit","","0.014","0.697"
"2010","144971","Eureka College","Illinois","Private not-for-profit","","0.063","0.652"
"2010","145275","Garrett-Evangelical Theological Seminary","Illinois","Private not-for-profit","","0.073",""
"2010","145336","Governors State University","Illinois","Public","","0.03",""
"2010","145372","Greenville College","Illinois","Private not-for-profit","","0.052","0.516"
"2010","145497","Hebrew Theological College","Illinois","Private not-for-profit","","0.045","0.057"
"2010","145558","Rosalind Franklin University of Medicine and Science","Illinois","Private not-for-profit","","0",""
"2010","145600","University of Illinois at Chicago","Illinois","Public","","0.027","0.545"
"2010","145619","Benedictine University","Illinois","Private not-for-profit","","0.053","0.494"
"2010","145628","Illinois College of Optometry","Illinois","Private not-for-profit","","0",""
"2010","145637","University of Illinois at Urbana-Champaign","Illinois","Public","","0.013","0.824"
"2010","145646","Illinois Wesleyan University","Illinois","Private not-for-profit","","0.022","0.825"
"2010","145691","Illinois College","Illinois","Private not-for-profit","","0.037","0.566"
"2010","145725","Illinois Institute of Technology","Illinois","Private not-for-profit","","0.028","0.636"
"2010","145813","Illinois State University","Illinois","Public","","0.02","0.71"
"2010","145886","Institute for Clinical Social Work","Illinois","Private not-for-profit","","0",""
"2010","146241","The John Marshall Law School","Illinois","Private not-for-profit","","0.027",""
"2010","146339","Judson University","Illinois","Private not-for-profit","","0.041","0.486"
"2010","146427","Knox College","Illinois","Private not-for-profit","","0.017","0.785"
"2010","146481","Lake Forest College","Illinois","Private not-for-profit","","0.037","0.682"
"2010","146490","Lake Forest Graduate School of Management","Illinois","Private not-for-profit","","0.046",""
"2010","146533","Lakeview College of Nursing","Illinois","Private not-for-profit","","0.043",""
"2010","146612","Lewis University","Illinois","Private not-for-profit","","0.044","0.625"
"2010","146621","Lexington College","Illinois","Private not-for-profit","","0.1","0.143"
"2010","146667","Lincoln Christian University","Illinois","Private not-for-profit","","0.058","0.444"
"2010","146676","Lincoln College","Illinois","Private not-for-profit","","0.156","0.41"
"2010","146719","Loyola University-Chicago","Illinois","Private not-for-profit","","0.035","0.696"
"2010","146728","Lutheran School of Theology at Chicago","Illinois","Private not-for-profit","","0.023",""
"2010","146755","Trinity College of Nursing and Health Sciences","Illinois","Private not-for-profit","","0.01","0.667"
"2010","146825","MacMurray College","Illinois","Private not-for-profit","","0.085","0.371"
"2010","146977","McCormick Theological Seminary","Illinois","Private not-for-profit","","0.046",""
"2010","147013","McKendree University","Illinois","Private not-for-profit","","0.056","0.538"
"2010","147031","Meadville Lombard Theological School","Illinois","Private not-for-profit","","0",""
"2010","147129","Methodist College of Nursing","Illinois","Private not-for-profit","","0.066",""
"2010","147244","Millikin University","Illinois","Private not-for-profit","","0.051","0.647"
"2010","147341","Monmouth College","Illinois","Private not-for-profit","","0.083","0.569"
"2010","147369","Moody Bible Institute","Illinois","Private not-for-profit","","","0.647"
"2010","147536","National-Louis University","Illinois","Private not-for-profit","","0.038","0.259"
"2010","147590","National University of Health Sciences","Illinois","Private not-for-profit","","0.037",""
"2010","147660","North Central College","Illinois","Private not-for-profit","","0.033","0.637"
"2010","147679","North Park University","Illinois","Private not-for-profit","","0.068","0.52"
"2010","147697","Northern Baptist Theological Seminary","Illinois","Private not-for-profit","","0",""
"2010","147703","Northern Illinois University","Illinois","Public","","0.051","0.555"
"2010","147767","Northwestern University","Illinois","Private not-for-profit","","0.012","0.936"
"2010","147776","Northeastern Illinois University","Illinois","Public","","0.072","0.231"
"2010","147828","Olivet Nazarene University","Illinois","Private not-for-profit","","0.031","0.575"
"2010","148016","Principia College","Illinois","Private not-for-profit","","",""
"2010","148131","Quincy University","Illinois","Private not-for-profit","","0.08","0.505"
"2010","148335","Robert Morris University Illinois","Illinois","Private not-for-profit","","0.056","0.437"
"2010","148405","Rockford College","Illinois","Private not-for-profit","","0.065","0.312"
"2010","148487","Roosevelt University","Illinois","Private not-for-profit","","0.04","0.465"
"2010","148496","Dominican University","Illinois","Private not-for-profit","","0.044","0.628"
"2010","148511","Rush University","Illinois","Private not-for-profit","","0.004",""
"2010","148575","Saint Francis Medical Center College of Nursing","Illinois","Private not-for-profit","","0.007",""
"2010","148584","University of St Francis","Illinois","Private not-for-profit","","0.017","0.632"
"2010","148593","St Johns College","Illinois","Private not-for-profit","","0",""
"2010","148627","Saint Xavier University","Illinois","Private not-for-profit","","0.06","0.522"
"2010","148654","University of Illinois at Springfield","Illinois","Public","","0.061","0.609"
"2010","148724","Seabury-Western Theological Seminary","Illinois","Private not-for-profit","","0.023",""
"2010","148849","Shimer College","Illinois","Private not-for-profit","","0.164","0.625"
"2010","148876","Saint Augustine College","Illinois","Private not-for-profit","","0","0.218"
"2010","148885","University of Saint Mary of the Lake","Illinois","Private not-for-profit","","0.125",""
"2010","148982","Spertus College","Illinois","Private not-for-profit","","0.047",""
"2010","149028","Saint Anthony College of Nursing","Illinois","Private not-for-profit","","0",""
"2010","149222","Southern Illinois University Carbondale","Illinois","Public","","0.052","0.453"
"2010","149231","Southern Illinois University Edwardsville","Illinois","Public","","0.046","0.519"
"2010","149240","Southern Illinois University-Systems Office","Illinois","Public","","",""
"2010","149329","Telshe Yeshiva-Chicago","Illinois","Private not-for-profit","","0","0.176"
"2010","149505","Trinity Christian College","Illinois","Private not-for-profit","","0.03","0.642"
"2010","149514","Trinity International University-Illinois","Illinois","Private not-for-profit","","0.061","0.557"
"2010","149587","University of Illinois University Administration","Illinois","Public","","",""
"2010","149639","VanderCook College of Music","Illinois","Private not-for-profit","","0.051","0.455"
"2010","149763","West Suburban College of Nursing","Illinois","Private not-for-profit","","0.03",""
"2010","149772","Western Illinois University","Illinois","Public","","0.076","0.534"
"2010","149781","Wheaton College","Illinois","Private not-for-profit","","0.011","0.867"
"2010","156189","Alice Lloyd College","Kentucky","Private not-for-profit","","0.074","0.447"
"2010","156213","Asbury University","Kentucky","Private not-for-profit","","0.032","0.707"
"2010","156222","Asbury Theological Seminary","Kentucky","Private not-for-profit","","0.026",""
"2010","156286","Bellarmine University","Kentucky","Private not-for-profit","","0.039","0.664"
"2010","156295","Berea College","Kentucky","Private not-for-profit","","0.042","0.619"
"2010","156356","Brescia University","Kentucky","Private not-for-profit","","0.097","0.321"
"2010","156365","Campbellsville University","Kentucky","Private not-for-profit","","0.07","0.443"
"2010","156408","Centre College","Kentucky","Private not-for-profit","","0.012","0.82"
"2010","156417","Clear Creek Baptist Bible College","Kentucky","Private not-for-profit","","0","0.474"
"2010","156541","University of the Cumberlands","Kentucky","Private not-for-profit","","0.082","0.434"
"2010","156620","Eastern Kentucky University","Kentucky","Public","","0.085","0.372"
"2010","156727","Frontier School of Midwifery and Family Nursing","Kentucky","Private not-for-profit","","0.024",""
"2010","156745","Georgetown College","Kentucky","Private not-for-profit","","0.029","0.591"
"2010","157030","Kentucky Mountain Bible College","Kentucky","Private not-for-profit","","0.058","0.375"
"2010","157058","Kentucky State University","Kentucky","Public","","0.128","0.213"
"2010","157076","Kentucky Wesleyan College","Kentucky","Private not-for-profit","","0.136","0.445"
"2010","157085","University of Kentucky","Kentucky","Public","","0.029","0.594"
"2010","157100","Kentucky Christian University","Kentucky","Private not-for-profit","","0.097","0.442"
"2010","157207","Lexington Theological Seminary","Kentucky","Private not-for-profit","","0",""
"2010","157216","Lindsey Wilson College","Kentucky","Private not-for-profit","","0.107","0.281"
"2010","157234","Louisville Bible College","Kentucky","Private not-for-profit","","",""
"2010","157289","University of Louisville","Kentucky","Public","","0.051","0.507"
"2010","157298","Louisville Presbyterian Theological Seminary","Kentucky","Private not-for-profit","","0.017",""
"2010","157359","Mid-Continent University","Kentucky","Private not-for-profit","","0.059","0.244"
"2010","157377","Midway College","Kentucky","Private not-for-profit","","0.075","0.605"
"2010","157386","Morehead State University","Kentucky","Public","","0.086","0.364"
"2010","157401","Murray State University","Kentucky","Public","","0.057","0.526"
"2010","157447","Northern Kentucky University","Kentucky","Public","","0.072","0.374"
"2010","157535","Pikeville College","Kentucky","Private not-for-profit","","0.087","0.248"
"2010","157632","Saint Catharine College","Kentucky","Private not-for-profit","","0.078","0.229"
"2010","157748","The Southern Baptist Theological Seminary","Kentucky","Private not-for-profit","","","0.339"
"2010","157757","Spalding University","Kentucky","Private not-for-profit","","0.046","0.421"
"2010","157809","Thomas More College","Kentucky","Private not-for-profit","","0.057","0.525"
"2010","157818","Transylvania University","Kentucky","Private not-for-profit","","0.018","0.696"
"2010","157863","Union College","Kentucky","Private not-for-profit","","0.081","0.322"
"2010","157951","Western Kentucky University","Kentucky","Public","","0.079","0.427"
"2010","247922","Ingalls Memorial Hospital Dietetic Internship","Illinois","Private not-for-profit","","0",""
"2010","260947","Christian Life College","Illinois","Private not-for-profit","","0.066","0.6"
"2010","260956","Knowledge Systems Institute","Illinois","Private not-for-profit","","0.1",""
"2010","409254","Erikson Institute","Illinois","Private not-for-profit","","0.014",""
